country,year,macro_region,meso_region,development_level,gdp_per_capita,gdp_volume,hdi,ECI,code,country_population_2018,country_population_2018_level,lat,lon,count,relative_1M_count
denmark,2017,Europe,Northern Europe,Developed economies,54356.0,313363852996.0,0.93,1.1577,DNK,5752131.0,5-50M,56.0,10.0,1995,346.8279842722636
denmark,2018,Europe,Northern Europe,Developed economies,54356.0,313363852996.0,0.93,1.1577,DNK,5752131.0,5-50M,56.0,10.0,2498,434.2738369484283
dominican republic,2009,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,23,2.164268547334482
dominican republic,2010,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,19,1.787874017363268
dominican republic,2011,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,19,1.787874017363268
dominican republic,2012,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,83,7.810186496902697
dominican republic,2013,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,145,13.644301711456517
dominican republic,2014,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,61,5.740016582061018
dominican republic,2015,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,79,7.433791966931482
dominican republic,2016,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,83,7.810186496902697
dominican republic,2017,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,79,7.433791966931482
dominican republic,2018,Americas,Caribbean,Developing economies,16452.0,172957195643.0,0.745,-0.363374,DOM,10627147.0,5-50M,19.0,-70.4,68,6.398707009510643
ecuador,2007,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,1,0.05853307109737041
ecuador,2009,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,4,0.23413228438948164
ecuador,2010,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,41,2.3998559149921865
ecuador,2011,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,76,4.448513403400151
ecuador,2012,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,171,10.00915515765034
ecuador,2013,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,380,22.242567017000756
ecuador,2014,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,491,28.73973790880887
ecuador,2015,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,462,27.042278846985127
ecuador,2016,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,589,34.47597887635117
ecuador,2017,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,350,20.486574884079644
ecuador,2018,Americas,South America,Developing economies,11501.0,193048609623.0,0.758,-0.933232,ECU,17084359.0,5-50M,-2.0,-77.3,375,21.949901661513902
egypt,2008,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,4,0.04064065852822578
egypt,2009,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,24,0.24384395116935467
egypt,2010,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,88,0.8940944876209672
egypt,2011,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,195,1.9812321032510067
egypt,2012,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,496,5.039441657499997
egypt,2013,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,1014,10.302406936905236
egypt,2014,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,1213,12.324279698684467
egypt,2015,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,1352,13.736542582540315
egypt,2016,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,1665,16.916674112373983
egypt,2017,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,2143,21.773232806496964
egypt,2018,Africa,Northern Africa,Developing economies,11742.0,1132433757642.0,0.7,-0.319753,EGY,98423602.0,50-100M,27.0,30.0,2026,20.58449354454636
el salvador,2010,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,5,0.778726439631569
el salvador,2011,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,25,3.8936321981578446
el salvador,2012,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,57,8.877481411799886
el salvador,2013,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,113,17.599217535673457
el salvador,2014,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,90,14.017075913368242
el salvador,2015,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,61,9.500462563505142
el salvador,2016,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,46,7.164283244610434
el salvador,2017,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,56,8.721736123873573
el salvador,2018,Americas,Central America,Developing economies,7973.0,50931018430.0,0.667,-0.33621100000000004,SLV,6420740.0,5-50M,13.5,-88.55,79,12.30387774617879
eritrea,2011,Africa,Eastern Africa,Developing economies,2103.0,6758835465.0,0.434,,ERI,3452797.0,1-5M,15.0,39.0,2,0.5792405403503305
estonia,2008,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,19,14.362244531575394
estonia,2009,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,68,51.401717270901415
estonia,2010,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,51,38.55128795317606
estonia,2011,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,144,108.850695397203
estonia,2012,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,162,122.45703232185336
estonia,2013,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,234,176.88238002045486
estonia,2014,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,241,182.17373326893
estonia,2015,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,217,164.03195070272952
estonia,2016,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,209,157.98468984732935
estonia,2017,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,315,238.11089618138155
estonia,2018,Europe,Northern Europe,Developed economies,33448.0,44063633073.0,0.882,0.8984219999999999,EST,1322913.0,1-5M,59.0,26.0,211,159.4965050611794
eswatini,2015,Africa,Southern Africa,Developing economies,10526.0,11839273856.0,0.608,,SWZ,1136274.0,1-5M,-26.33,31.27,1,0.8800694198758398
eswatini,2016,Africa,Southern Africa,Developing economies,10526.0,11839273856.0,0.608,,SWZ,1136274.0,1-5M,-26.33,31.27,1,0.8800694198758398
eswatini,2017,Africa,Southern Africa,Developing economies,10526.0,11839273856.0,0.608,,SWZ,1136274.0,1-5M,-26.33,31.27,1,0.8800694198758398
eswatini,2018,Africa,Southern Africa,Developing economies,10526.0,11839273856.0,0.608,,SWZ,1136274.0,1-5M,-26.33,31.27,1,0.8800694198758398
ethiopia,2008,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,5,0.04577731296511467
ethiopia,2009,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,5,0.04577731296511467
ethiopia,2010,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,5,0.04577731296511467
ethiopia,2011,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,4,0.03662185037209173
ethiopia,2012,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,8,0.07324370074418346
ethiopia,2013,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,8,0.07324370074418346
ethiopia,2014,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,12,0.1098655511162752
ethiopia,2015,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,4,0.03662185037209173
ethiopia,2016,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,3,0.0274663877790688
ethiopia,2017,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,3,0.0274663877790688
ethiopia,2018,Africa,Eastern Africa,Developing economies,1897.0,201867347380.0,0.47,-1.27445,ETH,109224410.0,100-500M,8.0,38.0,1,0.009155462593022932
federated states of micronesia,2007,Oceania,Oceania,Developing economies,3504.0,390596546.3,0.614,,FSM,112640.0,100k-1M,7.3,150.15,1,8.877840909090908
federated states of micronesia,2009,Oceania,Oceania,Developing economies,3504.0,390596546.3,0.614,,FSM,112640.0,100k-1M,7.3,150.15,1,8.877840909090908
federated states of micronesia,2014,Oceania,Oceania,Developing economies,3504.0,390596546.3,0.614,,FSM,112640.0,100k-1M,7.3,150.15,1,8.877840909090908
fiji,2016,Oceania,Oceania,Developing economies,10319.0,9054463164.0,0.7240000000000001,,FJI,883490.0,100k-1M,-18.0,175.0,1,1.131874724105536
fiji,2017,Oceania,Oceania,Developing economies,10319.0,9054463164.0,0.7240000000000001,,FJI,883490.0,100k-1M,-18.0,175.0,1,1.131874724105536
fiji,2018,Oceania,Oceania,Developing economies,10319.0,9054463164.0,0.7240000000000001,,FJI,883490.0,100k-1M,-18.0,175.0,2,2.263749448211072
finland,2008,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,28,5.070089459917774
finland,2009,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,79,14.304895261910863
finland,2010,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,113,20.46143246323959
finland,2011,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,209,37.84459632581481
finland,2012,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,260,47.0794021278079
finland,2013,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,661,119.69032617877316
finland,2014,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,636,115.16346058956087
finland,2015,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,633,114.6202367188554
finland,2016,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,662,119.87140080234165
finland,2017,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,516,93.43450576134184
finland,2018,Europe,Northern Europe,Developed economies,46349.0,255299984722.0,0.925,1.7067900000000005,FIN,5522585.0,5-50M,64.0,26.0,465,84.19969995934875
france,2005,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,8,0.12309489114349491
france,2006,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,30,0.46160584178810593
france,2007,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,53,0.8155036538256538
france,2008,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,306,4.708379586238681
france,2009,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,965,14.848321244184074
france,2010,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,1708,26.280759259136165
france,2011,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,2424,37.29775201647896
france,2012,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,4847,74.58011717156498
france,2013,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,7743,119.14046776551014
france,2014,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,10965,168.7169351735527
france,2015,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,10302,158.51544607003558
france,2016,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,12179,187.39658490457808
france,2017,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,14150,217.72408871005663
france,2018,Europe,Western Europe,Developed economies,44256.0,2959179910621.0,0.8909999999999999,1.38964,FRA,64990512.0,50-100M,64.0,-2.0,17364,267.1774612269557
french guiana,2014,Europe,Western Europe,Developed economies,20139.0,5447000.0,,,GUF,282936.0,100k-1M,4.0,-53.0,1,3.534368196341222
french polynesia,2011,Oceania,Oceania,Developing economies,17000.0,4692000000.0,,,PYF,277673.0,100k-1M,-15.0,-140.0,1,3.6013584324007017
french polynesia,2013,Oceania,Oceania,Developing economies,17000.0,4692000000.0,,,PYF,277673.0,100k-1M,-15.0,-140.0,2,7.2027168648014035
french polynesia,2014,Oceania,Oceania,Developing economies,17000.0,4692000000.0,,,PYF,277673.0,100k-1M,-15.0,-140.0,1,3.6013584324007017
french polynesia,2015,Oceania,Oceania,Developing economies,17000.0,4692000000.0,,,PYF,277673.0,100k-1M,-15.0,-140.0,8,28.810867459205614
french polynesia,2016,Oceania,Oceania,Developing economies,17000.0,4692000000.0,,,PYF,277673.0,100k-1M,-15.0,-140.0,11,39.614942756407714
french polynesia,2017,Oceania,Oceania,Developing economies,17000.0,4692000000.0,,,PYF,277673.0,100k-1M,-15.0,-140.0,11,39.614942756407714
french polynesia,2018,Oceania,Oceania,Developing economies,17000.0,4692000000.0,,,PYF,277673.0,100k-1M,-15.0,-140.0,3,10.804075297202104
gabon,2016,Africa,Middle Africa,Developing economies,17762.0,36676229905.0,0.7020000000000001,-1.22477,GAB,2119275.0,1-5M,-1.0,11.45,2,0.943718960493565
georgia,2008,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,12,2.997792126099128
georgia,2009,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,35,8.743560367789124
georgia,2010,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,27,6.745032283723038
georgia,2011,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,65,16.238040683036942
georgia,2012,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,104,25.98086509285911
georgia,2013,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,235,58.70676246944126
georgia,2014,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,178,44.4672498704704
georgia,2015,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,163,40.72000971284649
georgia,2016,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,291,72.69645905790385
georgia,2017,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,260,64.95216273214777
georgia,2018,Asia,Western Asia,Transition economies,10674.0,39793370089.0,0.7859999999999999,-0.0587891,GEO,4002946.0,1-5M,42.0,43.3,781,195.1063042069516
germany,2004,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,10,0.12030160140800032
germany,2005,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,32,0.384965124505601
germany,2006,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,28,0.3368444839424009
germany,2007,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,91,1.094744572812803
germany,2008,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,420,5.0526672591360136
germany,2009,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,1327,15.964022506841642
germany,2010,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,2246,27.01973967623687
germany,2011,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,3034,36.499505867187295
germany,2012,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,4546,54.68910800007694
germany,2013,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,7605,91.48936787078424
germany,2014,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,9981,120.07302836532511
germany,2015,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,9798,117.87150905955872
germany,2016,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,11494,138.27466065835557
germany,2017,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,13790,165.89590834163243
germany,2018,Europe,Western Europe,Developed economies,52574.0,4345630753850.0,0.9390000000000001,2.07537,DEU,83124413.0,50-100M,51.0,9.0,15946,191.8329336051973
ghana,2009,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,1,0.03359412677912816
ghana,2010,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,6,0.20156476067476894
ghana,2011,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,3,0.10078238033738447
ghana,2012,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,4,0.13437650711651264
ghana,2013,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,13,0.43672364812866604
ghana,2014,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,1,0.03359412677912816
ghana,2015,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,10,0.3359412677912816
ghana,2016,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,36,1.2093885640486137
ghana,2017,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,52,1.7468945925146642
ghana,2018,Africa,Western Africa,Developing economies,4457.0,129804758999.0,0.596,-1.15388,GHA,29767108.0,5-50M,8.0,-2.0,55,1.8476769728520486
gibraltar,2009,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,6,177.9623313065401
gibraltar,2010,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,1,29.66038855109002
gibraltar,2011,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,13,385.58505116417024
gibraltar,2012,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,14,415.24543971526026
gibraltar,2013,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,17,504.22660536853033
gibraltar,2014,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,8,237.28310840872015
gibraltar,2015,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,4,118.64155420436008
gibraltar,2016,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,7,207.62271985763013
gibraltar,2017,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,6,177.9623313065401
gibraltar,2018,Europe,Southern Europe,Developed economies,61700.0,2044000000.0,,,GIB,33715.0,<100k,36.08,-5.21,4,118.64155420436008
greece,2008,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,35,3.3262866742113184
greece,2009,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,176,16.726470133176914
greece,2010,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,248,23.569117005840198
greece,2011,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,449,42.6715061920252
greece,2012,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,829,78.78547579774809
greece,2013,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,1097,104.25532804599476
greece,2014,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,1267,120.41157760644973
greece,2015,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,1336,126.96911419275204
greece,2016,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,1500,142.5551431804851
greece,2017,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,1555,147.78216509710285
greece,2018,Europe,Southern Europe,Developed economies,28580.0,307366516012.0,0.872,0.125884,GRC,10522244.0,5-50M,39.0,22.0,1518,144.26580489865088
greenland,2010,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,3,53.03632988597189
greenland,2011,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,1,17.678776628657296
greenland,2013,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,3,53.03632988597189
greenland,2014,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,10,176.78776628657297
greenland,2015,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,7,123.75143640060108
greenland,2016,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,5,88.39388314328649
greenland,2017,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,6,106.07265977194378
greenland,2018,Americas,Northern America,Developed economies,41800.0,,,,GRL,56565.0,<100k,72.0,-40.0,4,70.71510651462918
